動物的流水編號,動物的區域編號,動物所屬縣市代碼,動物所屬收容所代碼,動物的實際所在地,動物的類型,動物性別,動物體型,動物毛色,動物年紀,是否絕育,是否施打狂犬病疫苗,動物尋獲地,動物網頁標題,動物狀態,資料備註,其他說明,開放認養時間(起),開放認養時間(迄),動物資料異動時間,動物資料建立時間,動物所屬收容所名稱,圖片名稱(原始名稱),圖片名稱,圖片base64編碼,異動時間,cDate,地址,聯絡電話,
10307190201073,103063007,2,49,臺北市,狗,M,SMALL,棕白,ADULT,F,N,雙園河濱公園,,OPEN,腦傷 抽搐,,2014-08-13,2999-12-31,2017-05-24 22:49:04,2014-07-19 18:34:08,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1407333262_49_66fb3323dbab8524701079319c4cfee9.jpg,,,2017/5/24 下午 11:59:57,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306270201284,103062404,2,49,臺北市,狗,M,SMALL,黑白,ADULT,F,N,,,OPEN,嗨!~你在看我嗎?我是長的超可愛的強強，沒錯!我是一隻長毛吉娃娃，想要認養我，那動作可得快囉!,,2014-07-10,2999-12-31,2017-05-24 22:48:49,2014-06-27 15:11:23,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/d2c28b9e6584686a7da24d3f956608a9.jpg,,,2017/5/24 下午 11:59:53,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306270201292,103062412,2,49,臺北市,狗,F,SMALL,黑棕,ADULT,T,N,中正河濱公園,,OPEN,左後腳無法負重，疑似骨折已癒合,,2014-07-10,2999-12-31,2017-05-24 22:48:38,2014-06-27 15:11:23,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/0301fc5f6315940dc1fea9b4e34e2d98.jpg,,,2017/5/24 下午 11:59:53,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306270201197,103061903,2,49,臺北市,狗,M,SMALL,白,ADULT,F,N,羅斯福路5段,,OPEN,,,2014-07-10,2999-12-31,2017-05-24 22:48:31,2014-06-27 15:11:19,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/230038a3314504fa8f93e66f5fe45adc.JPG,,,2017/5/24 下午 11:59:52,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306270201167,103061804,2,49,臺北市,狗,M,SMALL,黑棕,ADULT,F,N,民權西路,,OPEN,,,2014-07-10,2999-12-31,2017-05-24 22:48:17,2014-06-27 15:11:18,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/3d877381b8b41392a3edf2ab55bc08e8.JPG,,,2017/5/24 下午 11:59:51,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306270201170,103061807,2,49,臺北市,狗,F,SMALL,灰白,ADULT,F,N,南海路派出所,,OPEN,,,2014-07-10,2999-12-31,2017-05-24 22:48:11,2014-06-27 15:11:18,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/259cc1b121e6b827858e9020f4d5d109.JPG,,,2017/5/24 下午 11:59:51,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306270201195,103061901,2,49,臺北市,狗,M,SMALL,灰白,ADULT,F,N,,,OPEN,,,2014-07-10,2999-12-31,2017-05-24 22:47:55,2014-06-27 15:11:19,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/d58da417362e84e10c04703636ec6891.jpg,,,2017/5/24 下午 11:59:52,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10512191002004,10512100011,10,67,南屯園區,貓,M,SMALL,虎斑,ADULT,T,N,,,OPEN,,,2016-12-19,2999-12-31,2017-05-24 22:47:36,2016-12-19 12:58:11,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/0611f0c6bc003068630ef5a1524b5bef.png,,,2017/5/25 上午 12:02:48,臺中市南屯區中台路601號,04-23850976,
10306270201114,103061519,2,49,臺北市,狗,F,SMALL,黑虎斑,CHILD,F,N,老泉街45巷,,OPEN,子,,2014-07-10,2999-12-31,2017-05-24 22:47:13,2014-06-27 15:11:16,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/9b3da33c0c0f2dbb32c21baf5eccf048.jpg,,,2017/5/24 下午 11:59:50,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306270201119,103061604,2,49,臺北市,狗,M,SMALL,黃,ADULT,F,N,景文街,,OPEN,,,2014-07-10,2999-12-31,2017-05-24 22:47:04,2014-06-27 15:11:16,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/df1035c2471dfa9162194cb7aefda0d5.JPG,,,2017/5/24 下午 11:59:51,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306270201133,103061702,2,49,臺北市,狗,F,SMALL,黑棕,ADULT,F,N,松山火車站,,OPEN,牙結石,,2014-07-10,2999-12-31,2017-05-24 22:46:50,2014-06-27 15:11:16,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/e10bff2e4fa224df6be3fc5b79a5579d.jpg,,,2017/5/24 下午 11:59:51,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306270201134,103061703,2,49,臺北市,狗,M,SMALL,黑白,CHILD,F,N,西寧南路,,OPEN,哥哥姊姊們大家好 我是小阿嗨 不要看我的臉呆呆的 其實我是非常有活力的小男孩唷 我好喜歡追著腳腳跑 跟在你們身邊討抱抱 趕快把我帶回家陪我長大吧^O^,,2014-07-10,2999-12-31,2017-05-24 22:46:40,2014-06-27 15:11:16,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/c0c196851f00262184236835abe1070d.JPG,,,2017/5/24 下午 11:59:51,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10512050601021,20161205011,6,61,,狗,M,SMALL,黃,CHILD,F,N,觀音區,,OPEN,,,2016-12-05,2999-12-31,2017-05-24 22:46:32,2016-12-05 16:23:34,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/06304c51cd303a4bde666edab67860bb.jpg,,,2017/5/25 上午 12:02:43,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10306270201036,103061208,2,49,臺北市,狗,M,SMALL,黑,ADULT,F,N,民生西路派出所,,OPEN,白內障、隱睪,,2014-07-10,2999-12-31,2017-05-24 22:46:27,2014-06-27 15:11:12,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/d7872c0680f0d75e1c7c25eb22833b85.JPG,,,2017/5/24 下午 11:59:49,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306240201076,103061004,2,49,臺北市,狗,F,SMALL,白,ADULT,F,N,潭美街,,OPEN,心臟病,,2014-06-24,2999-12-31,2017-05-24 22:46:12,2014-06-24 14:59:22,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/8c0407e2699bb84685b68c837609cd22.jpg,,,2017/5/24 下午 11:59:47,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10405140501002,1041051,5,78,宜蘭縣流浪動物中途之家,狗,M,SMALL,黃,CHILD,N,N,頭城鎮公所,,OPEN,,,2015-05-14,2999-12-31,2017-05-24 22:45:58,2015-05-14 10:02:18,宜蘭縣流浪動物中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/78/10411b0ea64cad6bc271d3ae84a7f931.jpg,,,2017/5/25 上午 12:00:23,宜蘭縣五結鄉成興村利寶路60號,039-602350,
10306070201010,103060610,2,49,臺北市,狗,F,SMALL,黑棕,ADULT,F,N,港墘路,,OPEN,,,2014-06-07,2999-12-31,2017-05-24 22:45:47,2014-06-07 14:15:02,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1402121797_49_2cccd8a68e7da1b541069182d9fd2ed7.jpg,,,2017/5/24 下午 11:59:45,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10603161301005,106-K012D,13,89,斗南代養場,狗,F,BIG,虎斑,ADULT,N,N,斗南鎮體育場,,OPEN,,,2017-05-01,2999-12-31,2017-05-24 22:45:34,2017-03-16 15:44:38,雲林縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/89/1489742549_89_a8e92dc35a2db89067268fb1a6b27a05.JPG,,,2017/5/25 上午 12:03:47,雲林縣斗六市雲林路二段517號,公告動物均安置於代收容動物醫院，請洽該動物醫院或代養場洽詢辦,
10410020501002,1041968,5,78,宜蘭縣流浪動物中途之家,狗,F,SMALL,虎斑,CHILD,N,N,宜蘭公園路,,OPEN,,,2015-10-02,2999-12-31,2017-05-24 22:45:33,2015-10-02 17:23:31,宜蘭縣流浪動物中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/78/cbeef4d8eb0c96761b568ec9782e4b7c.jpg,,,2017/5/25 上午 12:00:43,宜蘭縣五結鄉成興村利寶路60號,039-602350,
10306060201038,103060305,2,49,臺北市,狗,M,SMALL,咖啡,ADULT,T,N,,,OPEN,,,2014-06-06,2999-12-31,2017-05-24 22:45:22,2014-06-06 18:35:25,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1402050521_49_58fc92931cb892cda815a20483dc3e0e.jpg,,,2017/5/24 下午 11:59:44,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10411090501004,1042174,5,78,宜蘭縣流浪動物中途之家,狗,M,BIG,棕,ADULT,N,N,南澳金洋,,OPEN,,,2015-11-09,2999-12-31,2017-05-24 22:45:17,2015-11-09 11:20:54,宜蘭縣流浪動物中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/78/fd779283a88e8410ab7cd7b46cdbc093.jpg,,,2017/5/25 上午 12:00:48,宜蘭縣五結鄉成興村利寶路60號,039-602350,
10605181701011,0514Q11-3,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,黃,CHILD,N,N,田寮區田埔路,,OPEN,,,2017-05-18,2999-12-31,2017-05-24 22:45:12,2017-05-18 08:12:44,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/2352b1de1be3ccbf7697fc6d228b077b.jpg,,,2017/5/25 上午 12:04:01,高雄市鼓山區萬壽路350號,07-5519059,
10508160501001,1051016,5,78,宜蘭縣流浪動物中途之家,狗,F,SMALL,白 藍項圈,CHILD,N,N,蘇澳蘇澳冷泉,,OPEN,,,2016-08-16,2999-12-31,2017-05-24 22:45:02,2016-08-16 14:06:11,宜蘭縣流浪動物中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/78/b51fb470612c01bd8a1cf4b7bfb89b6b.jpg,,,2017/5/25 上午 12:02:07,宜蘭縣五結鄉成興村利寶路60號,039-602350,
10306060201043,103060310,2,49,臺北市,狗,M,SMALL,棕,CHILD,F,N,環河南路2段,,OPEN,,,2014-06-06,2999-12-31,2017-05-24 22:44:58,2014-06-06 18:35:25,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1402050527_49_a770b4d37ad3011d0d4a3d8f4d21de0d.jpg,,,2017/5/24 下午 11:59:44,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306010201021,103053005,2,49,臺北市,狗,M,SMALL,黃,ADULT,F,N,,,OPEN,,,2014-06-01,2999-12-31,2017-05-24 22:44:47,2014-06-01 18:53:39,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1401620075_49_8d385bfd2c672707fe82c56282f6fb95.jpg,,,2017/5/24 下午 11:59:43,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10601050501002,1051802,5,78,宜蘭縣流浪動物中途之家,狗,M,SMALL,白,CHILD,N,N,壯圍古結路,,OPEN,,,2017-01-05,2999-12-31,2017-05-24 22:44:46,2017-01-05 23:39:28,宜蘭縣流浪動物中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/78/3c2c3ecfd635108cde9b37533e67398f.jpg,,,2017/5/25 上午 12:02:56,宜蘭縣五結鄉成興村利寶路60號,039-602350,
10306010201044,103053028,2,49,臺北市,狗,M,SMALL,白,ADULT,F,N,青年路(青年公園對面全家),,OPEN,,,2014-06-01,2999-12-31,2017-05-24 22:44:35,2014-06-01 18:53:40,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1401620049_49_6b95aa2c17d70f0edf8e21813dc8c731.jpg,,,2017/5/24 下午 11:59:43,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10602200501030,1041303,5,78,宜蘭縣流浪動物中途之家,狗,F,BIG,黃,ADULT,N,N,員山粗坑,,OPEN,,,2017-02-20,2999-12-31,2017-05-24 22:44:15,2017-02-20 17:46:19,宜蘭縣流浪動物中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/78/83d85d8959c2095952a7fd1eab54b879.jpg,,,2017/5/25 上午 12:03:13,宜蘭縣五結鄉成興村利寶路60號,039-602350,
10604110601005,20170411005,6,61,,貓,M,SMALL,虎斑,CHILD,F,N,中壢區,,OPEN,,,2017-04-11,2999-12-31,2017-05-24 22:44:06,2017-04-11 16:50:18,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/2a9efadd5ffd014339391b0d7a32895c.jpg,,,2017/5/25 上午 12:03:37,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10305290201033,103052618,2,49,臺北市,狗,M,SMALL,灰白,ADULT,F,N,信義路6段,,OPEN,,,2014-05-29,2999-12-31,2017-05-24 22:44:06,2014-05-29 12:13:30,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1401335411_49_04518d57290dd92dcc5b38e915b66704.jpg,,,2017/5/24 下午 11:59:42,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10604170601020,20170417004,6,61,,貓,M,SMALL,虎斑,CHILD,F,N,中壢區,,OPEN,,,2017-04-17,2999-12-31,2017-05-24 22:43:48,2017-04-17 16:33:49,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/7c584962499ee60be7d552ace9d88a29.jpg,,,2017/5/25 上午 12:03:40,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10605091101005,外狗11-1060508006,11,69,彰化縣流浪狗中途之家,狗,M,SMALL,白色,ADULT,T,T,彰化市,,OPEN,106年5月8日進入收容所，捕捉或拾獲地點：彰化市糖友里糖友二街，106.5.15 開放領養,,2017-05-09,2999-12-31,2017-05-24 22:43:28,2017-05-09 14:12:49,彰化縣流浪狗中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/69/1494310211_69_fbade9e36a3f36d3d676c1b808451dd7.png,,,2017/5/25 上午 12:03:55,彰化縣員林鎮大峰里阿寶坑426號  請於彰化縣芬園鄉大彰路一段875巷進入,04-8590638,
10304290201016,103042710,2,49,臺北市,狗,F,SMALL,黑,CHILD,F,N,,,OPEN,嗨依我是小乖 活潑好動的小女生 喜歡到處探險唷 也喜歡冒險的人趕快帶我回家吧~~~~~,,2014-04-29,2999-12-31,2017-05-24 22:43:27,2014-04-29 17:49:57,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1398765039_49_213faca53cab317a2b8bb6f2a2a56fdf.jpg,,,2017/5/24 下午 11:59:36,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10605220601035,20170522014,6,61,,貓,F,MEDIUM,黑,ADULT,N,N,大園區,,OPEN,,,2017-05-22,2999-12-31,2017-05-24 22:43:20,2017-05-22 16:30:21,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/f17e53e7298cc23fe27f899bfb2cadd3.jpg,,,2017/5/25 上午 12:04:05,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10304030201043,103033015,2,49,臺北市,狗,F,SMALL,咖啡白,CHILD,F,N,延平北路二段,,OPEN,,,2014-04-03,2999-12-31,2017-05-24 22:42:50,2014-04-03 11:49:27,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1396497063_49_071a8ec9425f1e3e3f4db639951fd60e.jpg,,,2017/5/24 下午 11:59:31,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10302190302021,M010,3,51,新北市新店動物之家,狗,M,SMALL,棕色,CHILD,N,N,汐止區,,OPEN,,,2014-02-20,2999-12-31,2017-05-24 22:42:27,2014-02-19 15:11:07,新北市新店區公立動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/51/1618a861242adf2c6406ec96686d653d.JPG,,,2017/5/24 下午 11:59:21,新北市新店區安泰路235號,02-22159462,
10304030201082,103040202,2,49,臺北市,狗,F,SMALL,黑白,CHILD,F,N,,,OPEN,,,2014-04-03,2999-12-31,2017-05-24 22:42:12,2014-04-03 11:49:28,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1396497116_49_56b8d481464cb678fd6f51f25a25ca7d.jpg,,,2017/5/24 下午 11:59:32,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10304030201083,103040203,2,49,臺北市,狗,F,SMALL,白,ADULT,T,N,,,OPEN,,,2014-04-03,2999-12-31,2017-05-24 22:42:05,2014-04-03 11:49:28,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1396497117_49_22b963583e4bd9dfd4de02873f0c27ac.jpg,,,2017/5/24 下午 11:59:32,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10604121005002,10603270017,10,91,中途動物醫院,狗,M,MEDIUM,虎斑,CHILD,T,N,,,OPEN,我在西區"大佳動物醫院"等待愛心認養喔!歡迎來電詢問，聯絡電話:04-24371487,,2017-04-12,2999-12-31,2017-05-24 22:41:57,2017-04-12 15:37:17,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/b40101792d2bcce48d67790c5dcda89c.png,,,2017/5/25 上午 12:03:38,,,
10605231002001,10605110001,10,67,南屯園區,貓,F,SMALL,其他白虎斑,ADULT,T,N,,,OPEN,,,2017-05-23,2999-12-31,2017-05-24 22:41:39,2017-05-23 08:55:36,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/2c6c35c62d10eda065c7af187fdc140d.png,,,2017/5/25 上午 12:04:06,臺中市南屯區中台路601號,04-23850976,
10304100201035,103040816,2,49,臺北市,狗,M,SMALL,三花,ADULT,F,N,,,OPEN,心絲蟲,,2014-04-10,2999-12-31,2017-05-24 22:41:37,2014-04-10 17:51:50,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1397123582_49_24df92cda2a3c31d2915039b8a124165.jpg,,,2017/5/24 下午 11:59:34,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10602050201001,106020502,2,49,臺北市,狗,M,MEDIUM,黑,CHILD,F,N,北安路大直派出所,,OPEN,大家好我是寶弟 現在正是年輕力壯、精力旺盛的年紀 而且我很友善 很喜歡跟大家親近互動 快來感受我的熱情吧！,22966,2017-04-17,2999-12-31,2017-05-24 22:41:32,2017-02-05 16:59:49,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/fbc5fbf57a163e39228b58ee8dc0fa05.jpg,,,2017/5/25 上午 12:03:39,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10604170601015,20170416006,6,61,,狗,F,BIG,黃,ADULT,T,N,新屋區,,OPEN,,,2017-04-17,2999-12-31,2017-05-24 22:41:22,2017-04-17 16:33:48,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/61a35a904fc76e0afce614d7317a269f.jpg,,,2017/5/25 上午 12:03:40,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10604170601014,20170417002,6,61,,狗,M,MEDIUM,黑,ADULT,N,N,楊梅區,,OPEN,,,2017-04-17,2999-12-31,2017-05-24 22:41:16,2017-04-17 16:33:48,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/92699a5f6d1ac216eaea70e0caa3c52e.jpg,,,2017/5/25 上午 12:03:39,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10304230201001,103042201,2,49,臺北市,狗,M,SMALL,棕,ADULT,F,N,昆明街,,OPEN,,,2014-04-23,2999-12-31,2017-05-24 22:41:13,2014-04-23 18:39:11,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1398249619_49_de49f4d1051ef6ea4d8491af20dd7b0a.jpg,,,2017/5/24 下午 11:59:35,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10605231002012,10605020005,10,67,南屯園區,狗,M,MEDIUM,黑白,CHILD,T,N,,,OPEN,,,2017-05-23,2999-12-31,2017-05-24 22:41:04,2017-05-23 09:04:41,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/cd2f2d94b8cd610238e0d3517d557063.png,,,2017/5/25 上午 12:04:06,臺中市南屯區中台路601號,04-23850976,
10304290301005,板橋2012032802 ,3,50,新北市板橋動物之家,狗,M,SMALL,黃色,ADULT,F,T,板橋區,,OPEN,,,2014-04-29,2999-12-31,2017-05-24 22:40:57,2014-04-29 13:45:23,新北市板橋區公立動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/50/15aaa0445f82476beee20e0bdaf836b5.jpg,,,2017/5/24 下午 11:59:36,新北市板橋區華東路1-9號,02-89662158,
10604181101005,B15-1060324001,11,69,彰化縣流浪狗中途之家,狗,F,MEDIUM,黃黑,ADULT,F,F,田尾鄉,,OPEN,106年3月24日進入收容所，捕捉或拾獲地點：田尾鄉，即日起開放領養 疑因車禍，右眼球遭受撞擊破裂，已做完右眼球摘除術。,,2017-04-18,2999-12-31,2017-05-24 22:40:23,2017-04-18 10:27:54,彰化縣流浪狗中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/69/1495510893_69_8277e0910d750195b448797616e091ad.png,,,2017/5/25 上午 12:03:41,彰化縣員林鎮大峰里阿寶坑426號  請於彰化縣芬園鄉大彰路一段875巷進入,04-8590638,
10306240201109,103061037,2,49,臺北市,貓,M,MEDIUM,黑白,ADULT,F,N,康寧路3段,,OPEN,左後截肢、左剪耳、無睪丸,,2014-06-24,2999-12-31,2017-05-24 22:40:16,2014-06-24 14:59:23,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/d954cf5d3884afcc7e51eb219a02a88c.JPG,,,2017/5/24 下午 11:59:47,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10305290201032,103052617,2,49,臺北市,狗,M,SMALL,白,CHILD,F,N,安和路2段,,OPEN,,,2014-05-29,2999-12-31,2017-05-24 22:40:04,2014-05-29 12:13:30,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1401335410_49_beee2d53405f85793d1602b076f68ff4.jpg,,,2017/5/24 下午 11:59:42,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10604201002005,10604120002,10,67,南屯園區,狗,M,SMALL,白色,ADULT,T,N,,,OPEN,嚴重乾眼症，視力已受損，認養需特別居家醫療照護。,,2017-04-20,2999-12-31,2017-05-24 22:39:24,2017-04-20 15:49:58,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/10ee8590520ad427ec80679a08869d03.png,,,2017/5/25 上午 12:03:42,臺中市南屯區中台路601號,04-23850976,
10411201501004,10411201501004,15,71,嘉義市流浪動物收容所,狗,F,SMALL,黑色,CHILD,N,N,,,OPEN,,,2015-11-20,2999-12-31,2017-05-24 22:39:21,2015-11-20 17:08:39,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/1ad7480ec7e767a3aa1de9d393ae0e9e.jpg,,,2017/5/25 上午 12:00:50,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10306010201015,103052915,2,49,臺北市,狗,F,SMALL,黑,ADULT,F,N,舊莊街一段,,OPEN,黴菌 疥癬,,2014-06-01,2999-12-31,2017-05-24 22:39:19,2014-06-01 18:53:39,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1401620068_49_0bc73f53ccc907a59510af2666187cb2.jpg,,,2017/5/24 下午 11:59:43,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10604210601001,20170421001,6,61,,狗,F,MEDIUM,黃,ADULT,N,N,大溪區,,OPEN,,,2017-04-21,2999-12-31,2017-05-24 22:38:56,2017-04-21 15:58:51,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/28dd36e71eb17fce64c99d8a56f272d5.jpg,,,2017/5/25 上午 12:03:42,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10605151005001,10605020005,10,91,中途動物醫院,狗,M,MEDIUM,黑白,CHILD,T,N,,,OPEN,我在南屯區"信揚動物醫院"開放認養中，歡迎來電洽詢：04-24751748,,2017-05-15,2999-12-31,2017-05-24 22:38:54,2017-05-15 11:55:29,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/6a198a282a124cc5d20e9ce7004f11b5.png,,,2017/5/25 上午 12:03:59,,,
10412251501010,嘉義2015122510,15,71,嘉義市流浪動物收容所,狗,M,BIG,棕色,ADULT,N,N,飼主送交,,OPEN,,,2015-12-25,2999-12-31,2017-05-24 22:38:53,2015-12-25 17:09:40,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/1451034825_71_e8c298448e801635eda2fb1e914f816f.jpg,,,2017/5/25 上午 12:00:59,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10306060201042,103060309,2,49,臺北市,狗,M,SMALL,白,ADULT,F,N,金龍湖,,OPEN,嚴重牙結石 左前肢中趾外傷,,2014-06-06,2999-12-31,2017-05-24 22:38:44,2014-06-06 18:35:25,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1402050526_49_01ce65db7bbc6bd6f7673c48f9cf18e0.jpg,,,2017/5/24 下午 11:59:44,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306060201016,103060109,2,49,臺北市,狗,M,SMALL,白,ADULT,F,N,向陽路,,OPEN,,,2014-06-06,2999-12-31,2017-05-24 22:38:34,2014-06-06 18:35:24,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1402050493_49_4bdae3bc00800d4a7ced70a8824397ab.jpg,,,2017/5/24 下午 11:59:44,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10501041501004,嘉義2015122902,15,71,嘉義市流浪動物收容所,狗,F,BIG,黃色,ADULT,N,N,飼主送交,,OPEN,,,2016-01-04,2999-12-31,2017-05-24 22:38:27,2016-01-04 18:11:33,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/1451902326_71_7256361d2d158b98bebab6652f499f83.jpg,,,2017/5/25 上午 12:01:01,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10501041501002,嘉義2015123102,15,71,嘉義市流浪動物收容所,狗,M,BIG,黑色,ADULT,N,N,民生南路,,OPEN,,,2016-01-04,2999-12-31,2017-05-24 22:38:23,2016-01-04 18:08:25,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/1451902328_71_a17d77d325c4a5495e5dc10e8f66ce3d.jpg,,,2017/5/25 上午 12:01:01,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
